順位,名前(ターゲット内表記),フルネーム(JRA-VANデータ内表記),読み(半角仮名/欧字),欧字表記名,所属,年齢,誕生日,免許取得年,キャリア,本年着度数,1着数,2着数,3着数,着外数,総数,勝率,連対率,複勝率,前年着度数,前年1着,前年2着,前年3着,前年着外,前年総数,前年勝率,前年連対率,前年複勝率,生涯着度数,生涯1着,生涯2着,生涯3着,生涯着外,生涯総数,生涯勝率,生涯連対率,生涯複勝率,コード,現役・抹消,チェック,勝数前年比,総レース数前年比,コメント,本年順位(平地),前年順位(平地)
1397,タラモ　,Ｊ．タラモ,ﾀﾗﾓ.ｼﾞｮｰ,"Joe Talamo",外国,36,1990. 1.12,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  4(  4)",0,0,0,4,4,0.0,0.0,0.0,05425,,0,,,,,
1398,タム　　,Ｋ．タム,ｹｲ.ﾀﾑ,"Kam Soi Tam",外国,56,1969. 4.11,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  2(  2)",0,0,0,2,2,0.0,0.0,0.0,05081,,0,,,,,
1399,ダフィー,Ｌ．ダフィー,ｴﾙ.ﾀﾞﾌｨｰ,,外国,81,1944.12. 8,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  2-  2-  0-  5(  9)",2,2,0,5,9,22.2,44.4,44.4,00958,,0,,,,,
1400,ダフィー,Ｇ．ダフィールド,ｼﾞｰ.ﾀﾞﾌｨｰﾙﾄﾞ,G.Duffield,外国,79,1946.11.30,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  3(  3)",0,0,0,3,3,0.0,0.0,0.0,00887,,0,,,,,
1401,ダシルヴ,Ｅ．ダシルヴァ,"ﾀﾞｼﾙｳﾞｧ ﾕｰﾘｺ","Eurico Da Silva",外国,50,1975. 6.29,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  1-  4(  6)",1,0,1,4,6,16.7,16.7,33.3,05516,,0,,,,,
1402,ダイ　　,Ｓ．ダイ,ｴｽ.ﾀﾞｲ,Shane.Dye,外国,59,1966. 9.26,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  3-  0-  9( 12)",0,3,0,9,12,0.0,25.0,25.0,00880,,0,,,,,
1403,ダーレイ,Ｋ．ダーレイ,ｹｰ.ﾀﾞｰﾚｲ,"Kevin Paul Darley",外国,65,1960. 5. 8,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  1-  3(  4)",0,0,1,3,4,0.0,0.0,25.0,05034,,0,,,,,
1404,ターナー,Ｈ．ターナー,ﾀｰﾅｰ.ﾍｲﾘｰ,"Hayley Turner",外国,43,1983. 1. 3,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  0-  3(  4)",1,0,0,3,4,25.0,25.0,25.0,05526,,0,,,,,
1405,ダーデン,Ｃ．ダーデン,ﾀﾞｰﾃﾞﾝ.ｸﾚｲｸﾞ,"Craig Durden",外国,53,1972. 4.21,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  3-  0-  1-  9( 13)",3,0,1,9,13,23.1,23.1,30.8,00436,,0,,,,,
1406,ソレンソ,Ｄ．ソレンソン,ｿﾚﾝｿﾝ.ﾀﾞﾆｴﾙ,"Daniel Sorenson",外国,68,1958. 3. 6,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,05297,,0,,,,,
1407,ソリス　,Ａ．ソリス,ｴｰ.ｿﾘｽ,"Alex Solis",外国,61,1964. 3.25,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  4(  4)",0,0,0,4,4,0.0,0.0,0.0,05004,,0,,,,,
1408,ソト　　,Ｓ．ソト,ｴｽ.ｿﾄ,"Santiago Soto",外国,73,1952. 7.25,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,," 16- 13- 10- 83(122)",16,13,10,83,122,13.1,23.8,32.0,05020,,0,,,,,
1409,ソーント,Ｃ．ソーントン,ｿｰﾝﾄﾝ.ｸﾚｲｸﾞ,"Craig Thornton",外国,59,1966. 8.18,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  3-  1-  3- 11( 18)",3,1,3,11,18,16.7,22.2,38.9,05318,,0,,,,,
1410,セラーズ,Ｓ．セラーズ,ｴｽ.ｾﾗｰｽﾞ,"Shane Sellers",外国,59,1966. 9.24,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  1-  0-  9( 11)",1,1,0,9,11,9.1,18.2,18.2,05116,,0,,,,,
1411,スリブー,Ｋ．スリブーン,ｹｰ.ｽﾘﾌﾞｰﾝ,"Krisana Siriboon",外国,44,1981. 7. 2,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  2(  2)",0,0,0,2,2,0.0,0.0,0.0,05133,,0,,,,,
1412,スミヨン,Ｃ．スミヨン,ｽﾐﾖﾝ.ｸﾘｽﾄﾌ,"Christophe Soumillon",外国,44,1981. 6. 4,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,," 64- 49- 38-213(364)",64,49,38,213,364,17.6,31.0,41.5,05271,,0,,,,,
1413,スミス　,Ｍ．スミス,ｽﾐｽ.ﾏｲｸ,"Mike Smith",外国,59,1966. 8.10,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  2-  2-  1- 21( 26)",2,2,1,21,26,7.7,15.4,19.2,05007,,0,,,,,
1414,スミス　,Ｗ．スミス,ﾀﾞﾌﾞﾘｭｰ.ｽﾐｽ,"Wayne Smith",外国,59,1966. 4. 5,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,05170,,0,,,,,
1415,スマレン,Ｐ．スマレン,ｽﾏﾚﾝ.ﾊﾟﾄﾘｯｸ,"Patrick Joseph Smullen",外国,48,1977. 5.22,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  2- 15( 18)",1,0,2,15,18,5.6,5.6,16.7,05039,,0,,,,,
1416,スボリッ,Ａ．スボリッチ,ｽﾎﾞﾘｯﾁ.ｱﾝﾄﾞﾚｱｽ,"Andreas Suborics",外国,54,1971. 8.11,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,," 26- 31- 29-311(397)",26,31,29,311,397,6.5,14.4,21.7,05302,,0,,,,,
1417,スペンサ,Ｊ．スペンサー,ｽﾍﾟﾝｻｰ.ｼﾞｪｲﾑｽﾞ,"James Spencer",外国,45,1980. 6. 8,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  8(  8)",0,0,0,8,8,0.0,0.0,0.0,05374,,0,,,,,
1418,スティー,Ｇ．スティーヴンス,ｽﾃｨｰﾌﾞﾝｽ.ｹﾞｲﾘｰ,"Gary Stevens",外国,63,1963. 3. 6,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  3-  3-  1- 24( 31)",3,3,1,24,31,9.7,19.4,22.6,00879,,0,,,,,
1419,スチュワ,Ｇ．Ｍ．スチュワート,ｼﾞｲ.ｴﾑ.ｽﾁｭﾜｰﾄ,G.M.Stewart,外国,63,1962. 4.20,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  1-  4(  6)",1,0,1,4,6,16.7,16.7,33.3,00820,,0,,,,,
1420,スタイン,Ｊ．スタイン,ｽﾀｲﾝ.ｼﾞｬｽﾃｨﾝ,"Justin Stein",外国,46,1980. 2. 8,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,05468,,0,,,,,
1421,スターバ,Ｇ．スターバウム,ｼﾞｰ.ｽﾀｰﾊﾞｳﾑ,,外国,74,1952. 1.15,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  1-  4(  5)",0,0,1,4,5,0.0,0.0,20.0,00959,,0,,,,,
1422,スターキ,Ｇ．スターキー,ｼﾞｲ.ｽﾀｰｷｰ,G.Starkey,外国,86,1939.12.21,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  1-  0-  2(  4)",1,1,0,2,4,25.0,50.0,50.0,00814,,0,,,,,
1423,スコフィ,Ｃ．スコフィールド,ｽｺﾌｨｰﾙﾄﾞ.ﾁｬﾄﾞﾚｰ,"Chadley Schofield",外国,32,1994. 2.16,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  9(  9)",0,0,0,9,9,0.0,0.0,0.0,05570,,0,,,,,
1424,スコット,Ｂ．スコット,ｽｺｯﾄ.ﾌﾞﾚｯﾄ,"Brett Scott",外国,55,1971. 1.13,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  3-  1-  3-  3( 10)",3,1,3,3,10,30.0,40.0,70.0,05237,,0,,,,,
1425,スーター,Ｐ．Ｊ．スーター,ﾋﾟｰ.ｼﾞｪｰ.ｽｰﾀｰ,,外国,70,1956. 2.28,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  3(  3)",0,0,0,3,3,0.0,0.0,0.0,00960,,0,,,,,
1426,スウィン,Ｗ．スウィンバーン,ﾀﾞﾌﾞﾘｭｰ.ｽｳｨﾝﾊﾞｰﾝ,W.Swinburn,外国,64,1961. 8. 7,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  1-  4(  5)",0,0,1,4,5,0.0,0.0,20.0,00981,,0,,,,,
1427,スウィン,Ｗ．スウィンバーン,ﾀﾞﾌﾞﾘﾕｰ.ｽｳｨﾝﾊﾞｰﾝ,,外国,89,1937. 1.11,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  2-  1-  9( 12)",0,2,1,9,12,0.0,16.7,25.0,00923,,0,,,,,
1428,シン　　,Ｂ．シン,ｼﾝ.ﾌﾞﾚｲｸ,"Blake Shinn",外国,38,1987. 9.26,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  5(  5)",0,0,0,5,5,0.0,0.0,0.0,05442,,0,,,,,
1429,ジレ　　,Ｔ．ジレ,ｼﾞﾚ.ﾃｨｴﾘｰ,"Thierry Gillet",外国,56,1969.12.20,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  1-  1-  6(  8)",0,1,1,6,8,0.0,12.5,25.0,05353,,0,,,,,
1430,ジョンス,Ｍ．ジョンストン,ｴﾑ.ｼﾞｮﾝｽﾄﾝ,M.Johnston,外国,69,1956.10.15,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,00833,,0,,,,,
1431,シュロフ,Ｐ．シュロフ,ﾋﾟｰ.ｼｭﾛﾌ,,外国,60,1965. 4.11,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  1-  3(  4)",0,0,1,3,4,0.0,0.0,25.0,00990,,0,,,,,
1432,シュミノ,Ｖ．シュミノー,ｼｭﾐﾉｰ.ｳﾞｧﾝｻﾝ,"Vincent Cheminaud",外国,32,1993.11.18,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,," 23- 24- 14-180(241)",23,24,14,180,241,9.5,19.5,25.3,05538,,0,,,,,
1433,ジュマト,Ｓ．ジュマト,ｴｽ.ｼﾞｭﾏﾄ,"Saimee Jumaat",外国,54,1972. 1.20,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  1-  3(  4)",0,0,1,3,4,0.0,0.0,25.0,05080,,0,,,,,
1434,シュタル,Ａ．シュタルケ,"ｼｭﾀﾙｹ ｱﾝﾄﾞﾚｱｼｭ","Andrasch Starke",外国,52,1974. 1. 4,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  9- 12- 10-117(148)",9,12,10,117,148,6.1,14.2,20.9,104-107-123-888(1222),104,107,123,888,1222,8.5,17.3,27.3,05115,,0,,,,,83
1435,シューメ,Ｗ．シューメーカー,ﾀﾞﾌﾞﾘﾕｰ.ｼﾕｰﾒｰｶｰ,W.Shoemaker,外国,94,1931. 8.19,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  1-  1-  6(  8)",0,1,1,6,8,0.0,12.5,25.0,00957,,0,,,,,
1436,ジャルネ,Ｔ．ジャルネ,ｼﾞｬﾙﾈ.ﾃｨｴﾘ,"Thierry Jarnet",外国,58,1967. 3.24,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  6-  1- 29( 37)",1,6,1,29,37,2.7,18.9,21.6,00878,,0,,,,,
1437,ジャグデ,Ｍ．ジャグデ,ｴﾑ.ｼﾞｬｸﾞﾃﾞ,,外国,95,1930.11.22,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  1-  6(  7)",0,0,1,6,7,0.0,0.0,14.3,00953,,0,,,,,
1438,シャヴェ,Ｊ．シャヴェス,ｼﾞｪｲ.ｼｬﾍﾞｽ,"Jorge Chavez",外国,64,1961.11.25,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  1-  4(  6)",1,0,1,4,6,16.7,16.7,33.3,05213,,0,,,,,
1439,ジェルー,Ｆ．ジェルー,ｼﾞｪﾙｰ.ﾌﾛｰﾚﾝ,"Florent Geroux",外国,39,1986. 7.16,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  2-  6-  8- 43( 59)",2,6,8,43,59,3.4,13.6,27.1,"  2-  6-  8- 43( 59)",2,6,8,43,59,3.4,13.6,27.1,05680,,0,,,,,114
1440,ジー　　,Ｙ．ジー,ﾜｲ.ｼﾞｰ,"Yong-Chul Ji",外国,66,1959. 6.27,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  3(  3)",0,0,0,3,3,0.0,0.0,0.0,00935,,0,,,,,
1441,サンマル,Ｅ．サンマルタン,ｻﾝﾏﾙﾀﾝ.ｴﾘｯｸ,"Eric Saint-Martin",外国,60,1965. 8.31,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  1-  2- 15( 18)",0,1,2,15,18,0.0,5.6,16.7,00896,,0,,,,,
1442,サンマル,Ｙ．サンマルタン,ﾜｲ.ｻﾝﾏﾙﾀﾝ,Y.Saint-martin,外国,84,1941. 9. 8,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  1-  0-  8( 10)",1,1,0,8,10,10.0,20.0,20.0,00835,,0,,,,,
1443,サントス,Ｊ．サントス,ｻﾝﾄｽ.ﾎｾ,"Jose Abdon Santos",外国,64,1961. 4.26,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  4-  5-  5- 49( 63)",4,5,5,49,63,6.3,14.3,22.2,00867,,0,,,,,
1444,サンチェ,Ｆ．サンチェス,ｻﾝﾁｪｽ.ﾌﾚﾃﾞﾘｯｸ,"Frederic Sanchez",外国,51,1974. 9. 1,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,," 14- 15- 13- 82(124)",14,15,13,82,124,11.3,23.4,33.9,05242,,0,,,,,
1445,サンチア,Ｄ．サンチアゴ,ｻﾝﾁｱｺﾞ.ﾃﾞﾙﾌｨﾝﾇ,"Delphine Santiago",外国,47,1979. 2.28,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  8(  8)",0,0,0,8,8,0.0,0.0,0.0,05664,,0,,,,,
1446,サンダー,Ｓ．サンダース,ｻﾝﾀﾞｰｽ.ｾﾊﾞｽﾁｬﾝ,"Sebastian Sanders",外国,54,1971. 9.25,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,," 11- 14- 11-136(172)",11,14,11,136,172,6.4,14.5,20.9,05162,,0,,,,,
1447,サミン　,Ｊ．サミン,ｻﾐﾝ.ｼﾞｬﾝﾘｭｯｸ,"Jean-Luc Samyn",外国,69,1956.11. 6,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  1-  0-  4(  5)",0,1,0,4,5,0.0,20.0,20.0,00810,,0,,,,,
1448,サプル　,Ｗ．サプル,ﾀﾞﾌﾞﾘｭｰ.ｻﾌﾟﾙ,"William Supple",外国,57,1968. 6. 8,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  7(  7)",0,0,0,7,7,0.0,0.0,0.0,00433,,0,,,,,
1449,ザーラ　,Ｍ．ザーラ,ｻﾞｰﾗ.ﾏｰｸ,"Mark Zahra",外国,43,1982. 6.27,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,"  0-  0-  0-  2(  2)",0,0,0,2,2,0.0,0.0,0.0,05446,,0,,,,,146
1450,ゴンボー,Ｃ．ゴンボー,ｼｰ.ｺﾞﾝﾎﾞｰ,"Cyrille Gombeau",外国,57,1968.12.18,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,05235,,0,,,,,
1451,コントレ,Ｌ．コントレラス,ｺﾝﾄﾚﾗｽ.ﾙｲｽ,"Luis Contreras",外国,39,1986. 3.14,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  2-  4-  4- 46( 56)",2,4,4,46,56,3.6,10.7,17.9,05519,,0,,,,,
1452,ゴンサル,Ｆ．ゴンサルベス,ｺﾞﾝｻﾙﾍﾞｽ.ﾌﾗﾝｼｽｺ,"Francisco Goncalves",外国,35,1990. 4. 8,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  2-  0-  6(  9)",1,2,0,6,9,11.1,33.3,33.3,"  1-  2-  0-  6(  9)",1,2,0,6,9,11.1,33.3,33.3,05675,,0,,,,,123
1453,コレット,Ｓ．コレット,ｺﾚｯﾄ.ｻﾏﾝｻ,"Samantha Collett",外国,36,1989.11.21,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  4(  4)",0,0,0,4,4,0.0,0.0,0.0,05569,,0,,,,,
1454,コレット,Ｊ．コレット,ｼﾞｪｰ.ｺﾚｯﾄ,"James Cross Collet",外国,65,1960. 5.24,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  0-  8(  9)",1,0,0,8,9,11.1,11.1,11.1,05035,,0,,,,,
1455,ゴメス　,Ｇ．ゴメス,ｺﾞﾒｽ.ｷﾞｬﾚｯﾄ,"Garrett Gomez",外国,54,1972. 1. 1,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  2- 11( 14)",1,0,2,11,14,7.1,7.1,21.4,05440,,0,,,,,
1456,コッター,Ｇ．コッター,ｼﾞｰ.ｺｯﾀｰ,"Garrett Cotter",外国,49,1976.11.22,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  2(  2)",0,0,0,2,2,0.0,0.0,0.0,05126,,0,,,,,
1457,コクレー,Ｒ．コクレーン,ｱｰﾙ.ｺｸﾚｰﾝ,R.Cochrane,外国,68,1957. 6.18,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  1-  1-  7(  9)",0,1,1,7,9,0.0,11.1,22.2,00845,,0,,,,,
1458,ゴール　,Ｋ．ゴール,ｹｰ.ｺﾞｰﾙ,"Kieran Patrick Gaule",外国,52,1973. 8.22,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,05169,,0,,,,,
1459,コート　,Ｊ．コート,ｺｰﾄ.ｼﾞｮﾝ,"Jon Court",外国,65,1960.11.23,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  0-  0(  1)",1,0,0,0,1,100.0,100.0,100.0,05356,,0,,,,,
1460,コーツィ,Ｆ．コーツィー,ｺｰﾂｨｰ.ﾌｪﾘｯｸｽ,"Felix Coetzee",外国,67,1959. 3. 7,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  1-  4(  6)",1,0,1,4,6,16.7,16.7,33.3,05337,,0,,,,,
1461,コーセン,Ｓ．コーセン,ｴｽ.ｺｰｾﾝ,S.Cauthen,外国,65,1960. 5. 1,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  3-  4(  8)",1,0,3,4,8,12.5,12.5,50.0,00828,,0,,,,,
1462,コーエン,Ｄ．コーエン,ｺｰｴﾝ.ﾃﾞﾋﾞｯﾄﾞ,"David Cohen",外国,41,1984.10.29,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,05448,,0,,,,,
1463,コア　　,Ｅ．コア,ｺｱ.ｴｲﾊﾞｰ,"Eibar Coa",外国,55,1971. 2.15,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  1(  1)",0,0,0,1,1,0.0,0.0,0.0,05391,,0,,,,,
1464,ケイシー,Ｄ．ケイシー,ﾃﾞｨｰ.ｹｲｼｰ,"David Casey",外国,49,1976. 3.29,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  2-  1(  3)",0,0,2,1,3,0.0,0.0,66.7,05077,,0,,,,,
1465,クロップ,Ｌ．クロップ,ｴﾙ.ｸﾛｯﾌﾟ,"Lisa Cropp",外国,55,1970.10.31,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,," 16- 14- 13-146(189)",16,14,13,146,189,8.5,15.9,22.8,00444,,0,,,,,
1466,クローン,Ｊ．クローン,ｼﾞｪｲ.ｸﾛｰﾝ,J.Krone,外国,62,1963. 7.24,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  2-  1-  1- 11( 15)",2,1,1,11,15,13.3,20.0,26.7,00866,,0,,,,,
1467,グレール,Ａ．グレール,ｴｰ.ｸﾞﾚｰﾙ,,外国,71,1955. 1. 1,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  0-  1(  2)",1,0,0,1,2,50.0,50.0,50.0,00928,,0,,,,,
1468,クルホー,Ａ．クルホーン,"ｸﾙﾎｰﾝ ｱﾝｹﾞﾗ","Angela Kull-Hohn",外国,56,1969.12.26,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  1-  1(  2)",0,0,1,1,2,0.0,0.0,50.0,05247,,0,,,,,
1469,クルーズ,Ａ．ダ．クルーズ,ｴｲ.ﾀﾞ.ｸﾙｰｽﾞ,,外国,----,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  4(  4)",0,0,0,4,4,0.0,0.0,0.0,00933,,0,,,,,
1470,クルーズ,Ａ．Ｓ．クルーズ,ｴｰ.ｴｽ.ｸﾙｰｽﾞ,Anthony.S.Cruz,外国,69,1956.12.24,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  0-  0-  0-  0(  0)",0,0,0,0,0,,,,"  1-  0-  0- 15( 16)",1,0,0,15,16,6.3,6.3,6.3,00823,,0,,,,,
